CID,BDATE,GEN
NASAW00290726,1950-06-02,f 
NASAW00290727,1977-07-30,Female
NASAW00290728,1982-06-08,
NASAW00290729,1994-02-12,m
NASAW00290730,1953-09-15,Female
NASAW00290731,1958-03-27,f 
NASAW00290732,1971-12-05,MALE
NASAW00290733,1988-12-19,FEMALE
NASAW00290734,1963-06-21,  
NASAW00290735,1974-10-20,  
NASAW00290736,1969-11-24,FEMALE
NASAW00290737,1965-11-21,
NASAW00290738,1960-09-01,
NASAW00290739,1988-10-02,F
NASAW00290740,1958-02-13,MALE
NASAW00290741,2002-01-24,  
NASAW00290742,1953-10-04,Male
NASAW00290743,1957-01-02,M
NASAW00290744,1956-12-11,MALE
NASAW00290745,1973-08-29,Male
NASAW00290746,1964-09-27,Female
NASAW00290747,2048-06-24,Female
NASAW00290748,1850-08-23,Male
NASAW00290749,2001-03-18,FEMALE
NASAW00290750,1950-03-19,F
NASAW00290751,1968-11-14,f 
NASAW00290752,1980-05-17,FEMALE
NASAW00290753,1982-03-10,MALE
NASAW00290754,1953-03-03,M
NASAW00290755,1975-01-17,  
NASAW00290756,2001-07-01,m
NASAW00290757,1969-04-13,MALE
NASAW00290758,2000-11-20,F
NASAW00290759,1951-07-28,Male
NASAW00290760,1971-01-25,f 
NASAW00290761,1975-04-26,Female
NASAW00290762,1980-02-06,FEMALE
NASAW00290763,1951-09-28,MALE
AW00290764,1953-05-31,m
NASAW00290765,1959-04-25,f 
NASAW00290766,1955-01-08,  
NASAW00290767,1969-11-27,M
NASAW00290768,1999-12-17,f 
NASAW00290769,1966-07-21,Male
NASAW00290770,1970-09-19,F
NASAW00290771,1994-11-27,f 
NASAW00290772,1956-03-08,FEMALE
NASAW00290773,1982-02-22,
NASAW00290774,1953-01-21,M
NASAW00290775,1975-11-14,F
NASAW00290776,1970-08-06,FEMALE
NASAW00290777,1995-06-03,MALE
NASAW00290778,1969-07-28,f 
NASAW00290779,2039-10-18,
NASAW00290780,2001-02-01,MALE
NASAW00290781,1997-07-24,M
NASAW00290782,1985-03-08,FEMALE
NASAW00290783,1958-03-01,F
NASAW00290784,1993-04-16,M
NASAW00290785,1986-09-21,F
NASAW00290786,1966-03-13,FEMALE
NASAW00290787,1955-07-14,
NASAW00290788,1997-03-11,
NASAW00290789,1950-06-21,Male
NASAW00290790,2003-09-29,FEMALE
NASAW00290791,1988-04-10,Female
NASAW00290792,1995-04-28,F
AW00290793,1988-09-27,f 
NASAW00290794,1990-05-26,Male
NASAW00290795,2052-04-19,MALE
NASAW00290796,1981-04-05,MALE
NASAW00290797,1979-12-24,
NASAW00290798,1989-11-03,m
NASAW00290799,1996-09-22,F
NASAW00290800,2001-02-20,  
NASAW00290801,1973-09-26,FEMALE
NASAW00290802,1973-01-06,Female
NASAW00290803,1989-03-16,MALE
NASAW00290804,1956-08-20,m
NASAW00290805,1962-06-05,  
AW00290806,1996-08-29,
NASAW00290807,1979-05-24,Female
NASAW00290808,1985-08-29,m
NASAW00290809,1993-09-19,f 
NASAW00290810,1991-02-24,  
AW00290811,1969-06-17,m
NASAW00290812,1996-01-12,F
NASAW00290813,1951-09-07,MALE
NASAW00290814,1997-08-20,Male
NASAW00290815,1978-12-05,F
NASAW00290816,1988-08-12,FEMALE
NASAW00290817,1977-09-23,FEMALE
NASAW00290818,1993-11-25,m
NASAW00290819,1959-06-14,MALE
NASAW00290820,1980-04-03,  
NASAW00290821,1993-10-19,Female
NASAW00290822,2002-01-20,Male
NASAW00290823,1967-03-03,  
NASAW00290824,1987-07-05,M
NASAW00290825,1982-10-17,FEMALE
NASAW00290826,1997-12-13,Female
NASAW00290827,1974-11-05,M
NASAW00290828,1987-02-01,
NASAW00290829,1991-06-10,MALE
NASAW00290830,2002-08-05,m
NASAW00290831,1951-11-05,F
NASAW00290832,1969-06-08,M
NASAW00290833,1956-01-10,m
NASAW00290834,1987-09-23,F
NASAW00290835,1973-10-04,  
NASAW00290836,1996-10-29,Male
NASAW00290837,1994-03-19,Female
NASAW00290838,1956-07-15,MALE
AW00290839,1981-07-03,F
AW00290840,1994-12-30,F
NASAW00290841,1965-10-30,m
NASAW00290842,1973-08-11,MALE
NASAW00290843,1997-10-14,m
NASAW00290844,1987-12-06,Male
NASAW00290845,1967-09-18,  
NASAW00290846,1987-06-01,Male
NASAW00290847,1991-11-28,f 
NASAW00290848,1989-07-12,f 
NASAW00290849,1970-04-21,Female
NASAW00290850,1991-05-06,m
NASAW00290851,1977-02-07,F
NASAW00290852,1955-01-27,FEMALE
NASAW00290853,1962-05-15,M
NASAW00290854,1959-12-28,
NASAW00290855,1998-04-12,MALE
NASAW00290856,1991-09-08,
NASAW00290857,1989-07-22,m
NASAW00290858,1981-06-24,m
NASAW00290859,1998-06-01,MALE
NASAW00290860,1956-05-03,M
NASAW00290861,1954-11-27,f 
NASAW00290862,1999-05-26,  
NASAW00290863,1950-11-02,  
NASAW00290864,1951-01-25,FEMALE
NASAW00290865,1967-04-11,m
NASAW00290866,1983-07-04,Female
NASAW00290867,1987-11-27,
NASAW00290868,1988-05-26,m
NASAW00290869,1967-10-15,Male
NASAW00290870,1953-12-14,Male
NASAW00290871,1991-02-21,F
NASAW00290872,1976-01-21,m
NASAW00290873,1977-09-04,MALE
NASAW00290874,1997-07-17,  
NASAW00290875,1985-02-09,F
NASAW00290876,1969-04-20,f 
NASAW00290877,1975-12-29,MALE
NASAW00290878,1982-08-24,Male
NASAW00290879,1982-02-05,F
NASAW00290880,1965-10-25,m
NASAW00290881,1994-12-29,m
NASAW00290882,1970-10-18,f 
NASAW00290883,1976-01-15,
NASAW00290884,1978-02-01,  
NASAW00290885,1959-09-01,f 
NASAW00290886,1954-07-02,FEMALE
NASAW00290887,1951-02-13,FEMALE
NASAW00290888,1950-07-31,MALE
NASAW00290889,1969-08-27,F
NASAW00290890,1957-01-27,MALE
AW00290891,1981-05-06,Female
NASAW00290892,1985-04-05,Female
NASAW00290893,1974-07-04,f 
NASAW00290894,1987-11-09,MALE
AW00290895,1992-07-15,F
NASAW00290896,1977-08-10,  
NASAW00290897,1985-06-14,
NASAW00290898,1988-12-31,MALE
NASAW00290899,1953-10-21,M
NASAW00290900,1976-11-20,M
NASAW00290901,1951-04-23,
NASAW00290902,2000-07-10,FEMALE
NASAW00290903,1950-08-04,Female
NASAW00290904,1969-08-14,M
NASAW00290905,1982-12-27,Male
NASAW00290906,1968-04-22,m
NASAW00290907,1978-12-25,Female
NASAW00290908,1957-04-18,Male
AW00290909,1998-12-05,MALE
NASAW00290910,1994-01-28,Female
NASAW00290911,1974-04-26,MALE
NASAW00290912,1969-07-07,MALE
NASAW00290913,1961-02-01,f 
NASAW00290914,1976-12-19,  
NASAW00290915,2002-06-12,f 
NASAW00290916,1998-04-07,f 
NASAW00290917,1955-04-21,F
NASAW00290918,1971-03-25,f 
NASAW00290919,1963-11-13,F
NASAW00290920,1986-05-29,F
NASAW00290921,1956-08-12,MALE
NASAW00290922,1974-12-10,M
NASAW00290923,1969-08-19,FEMALE
NASAW00290924,1951-04-16,Male
NASAW00290925,1967-01-19,F
NASAW00290926,1998-01-05,FEMALE
NASAW00290927,1990-01-26,
NASAW00290928,1988-05-29,F
NASAW00290929,1973-04-28,FEMALE
NASAW00290930,1979-11-05,f 
AW00290931,1963-06-20,m
NASAW00290932,1992-03-26,Male
NASAW00290933,1953-07-28,FEMALE
NASAW00290934,1973-08-23,FEMALE
AW00290935,1990-02-13,
NASAW00290936,1983-03-05,
NASAW00290937,2001-06-25,f 
NASAW00290938,1980-12-09,  
NASAW00290939,1952-05-19,M
NASAW00290940,1979-04-13,
NASAW00290941,2001-08-14,m
NASAW00290942,1963-07-22,M
NASAW00290943,1982-02-25,
NASAW00290944,1969-07-21,MALE
NASAW00290945,1965-08-14,Female
NASAW00290946,2004-09-11,m
NASAW00290947,1994-07-21,F
NASAW00290948,1972-01-28,
AW00290949,1966-07-11,M
NASAW00290950,1952-03-24,
NASAW00290951,1993-04-26,Male
NASAW00290952,1988-09-17,
NASAW00290953,2002-05-17,  
NASAW00290954,1983-06-30,F
NASAW00290955,1962-06-23,f 
NASAW00290956,1981-10-16,M
NASAW00290957,1990-11-18,MALE
NASAW00290958,1959-04-23,Female
NASAW00290959,1968-10-08,FEMALE
NASAW00290960,1970-10-26,FEMALE
NASAW00290961,1999-05-19,FEMALE
NASAW00290962,1990-11-02,f 
NASAW00290963,1985-09-01,
NASAW00290964,1996-09-06,F
NASAW00290965,1985-01-15,m
NASAW00290966,1950-10-16,Female
NASAW00290967,1966-09-01,FEMALE
NASAW00290968,2002-02-18,Female
NASAW00290969,1977-05-30,m
NASAW00290970,1954-10-03,f 
NASAW00290971,1968-05-10,FEMALE
NASAW00290972,1953-06-02,FEMALE
NASAW00290973,1998-01-23,  
NASAW00290974,1971-12-31,FEMALE
NASAW00290975,1953-10-25,MALE
AW00290976,1974-12-04,FEMALE
NASAW00290977,1980-06-21,Female
NASAW00290978,1960-07-14,FEMALE
NASAW00290979,1977-04-02,FEMALE
NASAW00290980,1953-07-26,MALE
NASAW00290981,1993-05-16,MALE
NASAW00290982,1985-10-19,  
NASAW00290983,1983-10-31,FEMALE
NASAW00290984,1959-07-20,Male
AW00290985,1960-07-14,  
NASAW00290986,1973-01-24,F
NASAW00290987,2000-01-07,m
NASAW00290988,1960-02-22,Male
NASAW00290989,1955-10-19,m
NASAW00290990,1997-02-02,f 
NASAW00290991,2001-07-26,m
NASAW00290992,1965-08-23,Male
NASAW00290993,1964-05-22,Male
NASAW00290994,1960-07-03,M
NASAW00290995,1978-10-11,  
NASAW00290996,2001-06-11,Male
NASAW00290997,1963-04-27,m
NASAW00290998,1969-08-15,
NASAW00290999,1981-07-25,Female
NASAW00291000,1960-05-03,MALE
NASAW00291001,1985-03-30,MALE
NASAW00291002,1984-04-03,m
NASAW00291003,1989-11-23,  
NASAW00291004,1991-08-16,FEMALE
NASAW00291005,1961-01-07,m
NASAW00291006,1955-10-12,m
NASAW00291007,1991-05-16,FEMALE
NASAW00291008,1983-06-20,MALE
NASAW00291009,1982-02-02,FEMALE
NASAW00291010,1989-03-29,Male
AW00291011,1991-10-15,  
NASAW00291012,1999-04-28,  
NASAW00291013,1955-09-06,FEMALE
NASAW00291014,1971-03-22,Male
NASAW00291015,1987-02-15,
NASAW00291016,1993-03-13,MALE
NASAW00291017,1989-11-18,f 
NASAW00291018,1989-06-18,F
NASAW00291019,2000-08-18,Male
NASAW00291020,1958-05-01,MALE
NASAW00291021,1978-09-01,m
NASAW00291022,1996-06-09,  
NASAW00291023,1987-07-02,FEMALE
NASAW00291024,1986-11-01,FEMALE
NASAW00291025,1978-11-18,F
NASAW00291026,1960-07-02,m
NASAW00291027,1952-09-20,MALE
NASAW00291028,1952-09-26,f 
NASAW00291029,2003-09-01,FEMALE
NASAW00291030,1995-02-17,M
AW00291031,1985-04-02,M
NASAW00291032,1963-07-05,f 
NASAW00291033,1972-05-06,MALE
NASAW00291034,1980-09-17,MALE
NASAW00291035,1983-08-14,FEMALE
NASAW00291036,1986-05-06,M
NASAW00291037,1975-05-16,FEMALE
NASAW00291038,1986-01-05,FEMALE
NASAW00291039,1972-08-21,FEMALE
NASAW00291040,1954-07-31,Female
NASAW00291041,1975-04-16,  
NASAW00291042,1985-01-16,MALE
NASAW00291043,1986-11-22,M
NASAW00291044,1984-04-30,  
NASAW00291045,1962-06-24,f 
NASAW00291046,2000-03-18,  
NASAW00291047,1952-07-15,Female
NASAW00291048,1972-07-01,Female
NASAW00291049,1992-08-17,Male
NASAW00291050,1963-02-04,MALE
NASAW00291051,1956-11-16,MALE
AW00291052,1977-03-07,m
NASAW00291053,1953-02-07,  
NASAW00291054,1982-09-25,M
NASAW00291055,1970-05-06,F
NASAW00291056,1999-05-07,Male
NASAW00291057,1968-01-01,m
NASAW00291058,1965-01-02,Female
NASAW00291059,1997-12-21,Male
NASAW00291060,2004-04-20,m
NASAW00291061,1961-01-17,  
NASAW00291062,1997-10-19,FEMALE
NASAW00291063,1861-10-12,Male
NASAW00291064,2002-12-03,MALE
NASAW00291065,1966-04-21,MALE
NASAW00291066,1969-08-09,Female
NASAW00291067,1979-08-10,  
NASAW00291068,1988-09-13,MALE
NASAW00291069,1974-07-12,FEMALE
NASAW00291070,1957-01-15,FEMALE
NASAW00291071,1985-06-26,M
NASAW00291072,1964-02-24,
NASAW00291073,1953-11-17,M
NASAW00291074,1994-10-09,MALE
NASAW00291075,2002-03-10,M
NASAW00291076,1957-06-07,F
NASAW00291077,2002-04-06,Female
NASAW00291078,1989-02-22,
NASAW00291079,1993-12-16,MALE
NASAW00291080,1995-10-29,M
NASAW00291081,1972-10-10,FEMALE
NASAW00291082,1974-02-06,M
AW00291083,1994-03-17,MALE
NASAW00291084,1989-02-15,m
NASAW00291085,1970-03-19,FEMALE
NASAW00291086,1974-07-10,
NASAW00291087,1999-05-11,m
NASAW00291088,1989-12-31,MALE
NASAW00291089,2001-11-13,
NASAW00291090,1968-03-03,  
NASAW00291091,1985-09-21,m
NASAW00291092,1985-05-17,Male
NASAW00291093,1990-09-26,M
NASAW00291094,1977-09-26,Male
NASAW00291095,1954-11-13,Female
NASAW00291096,1958-03-26,F
NASAW00291097,1956-03-08,
NASAW00291098,1978-11-07,Male
NASAW00291099,1987-03-09,Female
AW00291100,2004-07-30,
NASAW00291101,2046-11-13,Female
NASAW00291102,1983-02-24,  
NASAW00291103,1973-05-12,m
NASAW00291104,1964-06-04,FEMALE
NASAW00291105,1990-12-12,f 
NASAW00291106,1964-11-07,F
NASAW00291107,2003-10-09,f 
NASAW00291108,2002-06-02,
NASAW00291109,1990-01-29,Male
NASAW00291110,1976-12-10,F
NASAW00291111,1952-07-27,MALE
NASAW00291112,1964-06-18,MALE
NASAW00291113,1963-05-23,m
NASAW00291114,1980-12-16,F
NASAW00291115,1979-02-19,FEMALE
NASAW00291116,1999-08-08,Female
NASAW00291117,1968-12-21,MALE
NASAW00291118,1951-03-24,Male
NASAW00291119,1972-04-27,F
NASAW00291120,1984-12-18,m
NASAW00291121,1965-07-09,MALE
NASAW00291122,1963-12-01,MALE
NASAW00291123,1993-09-14,
NASAW00291124,1996-02-07,MALE
NASAW00291125,1986-09-21,
NASAW00291126,1982-06-13,MALE
NASAW00291127,1999-02-07,  
NASAW00291128,1987-01-24,Female
NASAW00291129,1966-01-18,Male
NASAW00291130,1960-06-27,F
NASAW00291131,1967-08-03,Female
NASAW00291132,1961-12-23,MALE
NASAW00291133,1997-10-08,
AW00291134,1963-07-08,  
NASAW00291135,1974-07-16,Male
NASAW00291136,1966-01-17,FEMALE
NASAW00291137,1972-07-27,  
NASAW00291138,1977-10-18,  
NASAW00291139,1988-06-17,m
NASAW00291140,1995-05-31,F
NASAW00291141,1969-07-19,FEMALE
NASAW00291142,1984-08-04,M
NASAW00291143,1985-10-21,f 
NASAW00291144,1960-12-09,f 
NASAW00291145,1954-08-06,f 
NASAW00291146,1979-03-29,FEMALE
NASAW00291147,1968-10-05,F
NASAW00291148,1973-08-31,F
NASAW00291149,1972-06-01,Male
NASAW00291150,1956-03-12,
NASAW00291151,1987-09-22,m
NASAW00291152,1969-05-03,Male
NASAW00291153,1964-02-21,f 
NASAW00291154,1990-01-05,f 
NASAW00291155,1997-02-18,M
NASAW00291156,1973-02-20,Female
NASAW00291157,1958-08-30,Female
NASAW00291158,1974-10-09,F
NASAW00291159,1957-05-13,f 
NASAW00291160,1954-08-14,F
NASAW00291161,1976-05-02,F
NASAW00291162,1988-12-08,FEMALE
NASAW00291163,1980-03-15,MALE
NASAW00291164,1970-02-08,F
NASAW00291165,1952-09-29,f 
NASAW00291166,1950-04-04,M
NASAW00291167,1952-01-10,f 
NASAW00291168,1999-01-22,Male
NASAW00291169,1998-08-23,m
NASAW00291170,1992-09-07,
AW00291171,1994-11-14,f 
NASAW00291172,1988-06-03,F
NASAW00291173,1991-04-10,M
NASAW00291174,1962-06-20,  
NASAW00291175,2004-08-17,F
NASAW00291176,1955-07-02,Male
NASAW00291177,1969-02-23,MALE
NASAW00291178,1992-08-13,m
NASAW00291179,1988-03-29,M
NASAW00291180,1955-05-15,m
NASAW00291181,1989-12-09,m
NASAW00291182,1997-04-27,M
NASAW00291183,1996-09-19,Female
NASAW00291184,1971-08-28,
AW00291185,1952-07-09,Male
NASAW00291186,1994-09-19,F
NASAW00291187,1976-01-27,Male
NASAW00291188,1950-03-17,
NASAW00291189,1982-03-06,m
NASAW00291190,1996-03-22,Male
NASAW00291191,1974-07-10,Male
NASAW00291192,1992-12-02,f 
NASAW00291193,1959-05-10,F
NASAW00291194,1992-11-16,MALE
NASAW00291195,1991-12-04,M
NASAW00291196,1988-05-08,F
NASAW00291197,2000-08-03,Female
NASAW00291198,1983-11-23,F
NASAW00291199,1968-03-29,m
NASAW00291200,1965-01-02,Female
NASAW00291201,1987-09-08,f 
NASAW00291202,1977-08-29,Male
NASAW00291203,1973-02-20,Male
NASAW00291204,1968-03-13,m
NASAW00291205,1959-11-28,M
NASAW00291206,1951-09-12,
NASAW00291207,1953-07-11,M
AW00291208,1999-08-22,
NASAW00291209,1999-03-29,
NASAW00291210,1959-04-27,FEMALE
NASAW00291211,1999-03-29,MALE
NASAW00291212,1965-04-30,M
NASAW00291213,1970-02-01,FEMALE
NASAW00291214,1958-07-05,M
NASAW00291215,1993-10-27,MALE
NASAW00291216,1959-12-18,f 
NASAW00291217,1951-02-05,f 
NASAW00291218,1956-06-10,M
NASAW00291219,1979-05-16,f 
NASAW00291220,1970-03-04,Male
NASAW00291221,1957-09-27,m
NASAW00291222,2003-07-11,F
NASAW00291223,1957-01-30,Male
NASAW00291224,1959-11-07,Female
NASAW00291225,1987-11-04,MALE
NASAW00291226,1964-08-11,Male
NASAW00291227,1952-12-30,m
NASAW00291228,1996-01-27,F
NASAW00291229,1959-06-07,m
NASAW00291230,2000-03-20,m
NASAW00291231,1995-01-31,Female
NASAW00291232,2001-05-14,M
NASAW00291233,1984-05-04,
NASAW00291234,1991-07-08,m
NASAW00291235,1965-06-18,Female
NASAW00291236,1876-09-06,Male
NASAW00291237,1999-02-09,M
NASAW00291238,1966-06-19,MALE
NASAW00291239,1991-08-15,Male
NASAW00291240,1993-08-06,f 
NASAW00291241,1963-08-31,Male
NASAW00291242,1995-07-19,  
NASAW00291243,1994-12-12,M
NASAW00291244,1957-04-22,m
NASAW00291245,2002-06-24,  
NASAW00291246,1997-10-19,F
NASAW00291247,1959-03-24,M
NASAW00291248,1986-01-02,
NASAW00291249,1986-09-11,F
NASAW00291250,1959-01-20,FEMALE
NASAW00291251,1987-04-12,m
NASAW00291252,1978-01-29,M
NASAW00291253,1958-08-20,f 
AW00291254,1967-06-05,FEMALE
NASAW00291255,1986-06-28,MALE
NASAW00291256,1980-02-10,
NASAW00291257,1973-08-21,
NASAW00291258,1990-08-15,Male
AW00291259,1982-11-14,Female
NASAW00291260,1967-11-16,
NASAW00291261,1996-12-21,M
NASAW00291262,1983-08-14,  
NASAW00291263,1950-10-05,M
NASAW00291264,1980-02-17,Female
NASAW00291265,1978-12-23,MALE
NASAW00291266,1986-02-06,FEMALE
NASAW00291267,1993-01-01,FEMALE
NASAW00291268,1989-01-21,m
NASAW00291269,1968-02-02,Male
NASAW00291270,2000-10-04,MALE
NASAW00291271,1996-10-31,FEMALE
NASAW00291272,1981-10-12,m
NASAW00291273,1971-11-10,Male
NASAW00291274,1983-05-19,MALE
NASAW00291275,2004-02-11,  
NASAW00291276,1980-07-24,Female
NASAW00291277,1971-03-29,M
NASAW00291278,1987-05-24,Male
NASAW00291279,1964-04-14,m
NASAW00291280,1966-09-02,M
NASAW00291281,1956-11-30,M
NASAW00291282,1972-05-01,Female
NASAW00291283,1993-07-31,f 
NASAW00291284,1986-05-06,f 
NASAW00291285,1986-07-13,  
NASAW00291286,1987-04-13,FEMALE
NASAW00291287,1950-11-22,  
NASAW00291288,1985-04-06,MALE
NASAW00291289,1959-12-21,  
NASAW00291290,1985-05-07,FEMALE
NASAW00291291,1960-08-06,M
NASAW00291292,1958-08-12,
NASAW00291293,1962-03-14,Female
NASAW00291294,1991-06-24,
NASAW00291295,1989-02-22,m
AW00291296,1951-02-17,F
NASAW00291297,1996-08-10,M
NASAW00291298,1952-08-13,  
NASAW00291299,1954-05-19,M
NASAW00291300,1972-05-17,  
NASAW00291301,1950-08-21,Male
NASAW00291302,1963-03-02,
NASAW00291303,1990-11-07,m
NASAW00291304,1978-02-14,m
NASAW00291305,1994-11-27,MALE
NASAW00291306,1961-03-07,MALE
NASAW00291307,1996-09-17,  
NASAW00291308,2002-05-29,  
NASAW00291309,1999-06-29,FEMALE
NASAW00291310,1960-06-12,Female
NASAW00291311,1997-08-14,m
NASAW00291312,1957-04-02,MALE
NASAW00291313,1995-09-24,Male
NASAW00291314,1991-10-10,Male
NASAW00291315,2001-08-01,F
NASAW00291316,1978-02-10,F
NASAW00291317,1984-12-19,F
NASAW00291318,1966-01-12,Female
NASAW00291319,1967-07-31,Female
NASAW00291320,2001-07-16,MALE
NASAW00291321,1985-08-26,MALE
NASAW00291322,1957-11-21,F
NASAW00291323,1987-07-30,Male
NASAW00291324,1980-04-14,M
AW00291325,1966-11-15,
NASAW00291326,1991-03-18,
NASAW00291327,1956-08-23,
NASAW00291328,1968-01-24,FEMALE
NASAW00291329,1991-03-11,Female
AW00291330,1972-06-27,FEMALE
NASAW00291331,1974-07-26,F
NASAW00291332,1961-07-15,Male
NASAW00291333,2003-05-27,
NASAW00291334,2001-11-02,M
NASAW00291335,1969-08-03,F
NASAW00291336,2001-01-25,Male
NASAW00291337,1975-12-04,Male
NASAW00291338,1974-10-12,Female
NASAW00291339,1971-06-20,MALE
NASAW00291340,1972-07-23,m
NASAW00291341,1998-12-13,m
NASAW00291342,1967-01-11,F
NASAW00291343,1958-05-16,MALE
NASAW00291344,1959-03-05,  
NASAW00291345,1973-10-26,m
NASAW00291346,1994-03-26,F
NASAW00291347,1973-01-25,M
NASAW00291348,1994-10-27,F
NASAW00291349,1983-03-07,f 
NASAW00291350,1964-01-03,  
NASAW00291351,1951-01-07,M
NASAW00291352,1984-08-20,MALE
NASAW00291353,1954-07-13,m
NASAW00291354,1990-09-07,Female
NASAW00291355,1999-10-09,f 
NASAW00291356,1956-05-01,m
NASAW00291357,1978-10-19,Male
NASAW00291358,2004-06-01,MALE
NASAW00291359,1973-02-17,Male
NASAW00291360,1961-08-05,m
NASAW00291361,1963-04-13,F
NASAW00291362,1981-01-16,  
NASAW00291363,1967-09-07,Male
NASAW00291364,1994-05-20,MALE
NASAW00291365,1992-01-04,Female
NASAW00291366,1954-04-25,F
NASAW00291367,1965-12-17,MALE
NASAW00291368,2000-07-09,M
NASAW00291369,1988-01-11,FEMALE
NASAW00291370,1978-11-25,F
NASAW00291371,1989-12-10,F
NASAW00291372,1990-03-09,M
NASAW00291373,1969-10-27,Male
NASAW00291374,1987-01-21,
NASAW00291375,1962-12-11,F
NASAW00291376,2003-11-09,M
NASAW00291377,1957-09-07,Male
NASAW00291378,1988-06-12,
NASAW00291379,1980-03-14,Male
NASAW00291380,1994-01-20,  
NASAW00291381,1963-10-31,  
NASAW00291382,1966-01-07,  
AW00291383,1975-02-02,f 
NASAW00291384,1962-07-24,
NASAW00291385,1952-02-12,m
NASAW00291386,1970-03-08,f 
NASAW00291387,1996-11-22,M
NASAW00291388,1990-01-07,f 
NASAW00291389,1955-10-25,
NASAW00291390,1968-10-06,f 
NASAW00291391,1972-09-02,  
NASAW00291392,1970-03-18,F
NASAW00291393,1844-01-10,Male
NASAW00291394,1991-07-03,F
NASAW00291395,1964-09-15,M
AW00291396,1983-05-16,
NASAW00291397,1962-08-21,  
NASAW00291398,1991-10-01,M
NASAW00291399,1992-07-14,Female
NASAW00291400,1977-12-05,f 
NASAW00291401,1979-01-10,F
NASAW00291402,1978-05-26,M
NASAW00291403,1964-04-07,Male
NASAW00291404,1958-03-30,M
NASAW00291405,1979-04-22,m
NASAW00291406,1983-12-16,m
NASAW00291407,1964-09-24,MALE
NASAW00291408,1950-10-07,Male
NASAW00291409,1950-03-19,Female
NASAW00291410,1990-04-16,  
NASAW00291411,1950-03-20,Female
NASAW00291412,1973-10-18,f 
NASAW00291413,1980-07-31,Male
NASAW00291414,1992-06-15,FEMALE
NASAW00291415,1964-04-30,Female
NASAW00291416,1951-11-14,m
NASAW00291417,1958-08-30,f 
NASAW00291418,1978-05-30,MALE
NASAW00291419,1972-09-10,MALE
NASAW00291420,1959-03-25,FEMALE
NASAW00291421,1967-09-02,F
NASAW00291422,1958-06-09,Female
NASAW00291423,1958-02-28,f 
NASAW00291424,1979-09-15,  
NASAW00291425,1967-09-06,MALE
NASAW00291426,1958-08-18,Male
AW00291427,1956-10-25,m
NASAW00291428,1981-10-31,MALE
NASAW00291429,1962-06-14,Male
NASAW00291430,1998-05-29,  
NASAW00291431,1999-11-06,F
NASAW00291432,1955-09-16,
NASAW00291433,1980-06-08,m
NASAW00291434,1965-01-11,Male
NASAW00291435,1984-07-20,MALE
NASAW00291436,1965-05-13,Male
NASAW00291437,1980-06-12,  
NASAW00291438,1967-01-20,F
AW00291439,1995-01-31,  
NASAW00291440,1950-10-02,MALE
NASAW00291441,2000-10-15,MALE
NASAW00291442,1973-03-13,m
NASAW00291443,1998-07-16,m
NASAW00291444,1964-10-13,F
NASAW00291445,1980-01-13,
AW00291446,1976-01-11,
NASAW00291447,1999-05-24,Female
NASAW00291448,1995-04-27,MALE
NASAW00291449,1972-12-02,FEMALE
NASAW00291450,1982-03-20,F
NASAW00291451,1993-10-22,  
NASAW00291452,1981-03-02,MALE
NASAW00291453,1981-12-21,Male
NASAW00291454,1994-12-04,Female
NASAW00291455,1971-07-06,M
NASAW00291456,1961-09-01,F
NASAW00291457,1985-05-02,M
NASAW00291458,1968-12-08,Female
NASAW00291459,1998-05-30,F
AW00291460,1992-11-25,F
NASAW00291461,1992-12-29,  
NASAW00291462,2002-05-20,Male
NASAW00291463,1965-12-19,
NASAW00291464,1977-01-08,Male
NASAW00291465,1973-03-23,
NASAW00291466,1995-09-01,  
NASAW00291467,1986-08-28,f 
AW00291468,1980-05-11,  
NASAW00291469,1971-09-05,Male
NASAW00291470,2046-11-11,
NASAW00291471,2004-05-03,Male
NASAW00291472,1957-08-12,f 
NASAW00291473,1962-01-20,m
NASAW00291474,1987-06-17,m
NASAW00291475,1985-10-08,  
NASAW00291476,1976-03-09,FEMALE
NASAW00291477,1972-12-07,M
NASAW00291478,1967-11-17,
NASAW00291479,1957-06-30,F
NASAW00291480,1952-01-01,F
NASAW00291481,1976-06-28,M
NASAW00291482,1972-02-10,
AW00291483,2003-02-09,Female
NASAW00291484,1998-06-28,FEMALE
NASAW00291485,1980-06-30,F
NASAW00291486,1993-03-30,m
NASAW00291487,1957-07-17,Female
AW00291488,1969-01-22,F
NASAW00291489,1954-03-21,m
NASAW00291490,1975-11-24,MALE
NASAW00291491,2044-09-03,Male
NASAW00291492,1976-08-10,  
NASAW00291493,2002-12-30,m
NASAW00291494,1959-10-07,  
NASAW00291495,1997-07-25,f 
NASAW00291496,1991-10-29,Male
NASAW00291497,1959-08-04,M
NASAW00291498,2003-02-22,FEMALE
NASAW00291499,1985-12-11,  
NASAW00291500,1965-08-27,  
NASAW00291501,1971-08-12,f 
NASAW00291502,1979-10-28,m
NASAW00291503,1969-10-14,  
NASAW00291504,1962-07-26,Male
NASAW00291505,1965-02-08,Female
NASAW00291506,1992-11-09,
NASAW00291507,1973-04-23,Male
NASAW00291508,1991-08-23,F
NASAW00291509,1997-03-11,FEMALE
NASAW00291510,1988-10-13,M
NASAW00291511,2000-11-13,Male
NASAW00291512,1997-05-18,f 
NASAW00291513,1967-08-30,FEMALE
